Title,Authors,Year,DOI,Journal,Category,Citations,Open Access,PDF Path,Abstract
Correlation of pinch voltage with ion angular emission characteristics at varying D2 gas filling pressures in a low energy plasma focus device,"Ram Niranjan, Rohit Srivastava, J Joycee et al.",2024,https://doi.org/10.1016/j.vacuum.2024.113748,Vacuum,core-dpf,0,0,,
Chromium Coated on Zirconium for Corrosion Resistance of Nuclear Fuel Rods by Plasma Focus Device,"A. Raeisdana, Dariush Sohrabi, A. Asle-Zaeem",2024,https://doi.org/10.2139/ssrn.5016727,SSRN Electronic Journal,core-dpf,0,1,,
Numerical simulation of the formation process of dense plasma focus,Q. Sun,2024,10.1109/icops58192.2024.10626474,2024 IEEE International Conference on Plasma Science (ICOPS),core-dpf,0,0,,"The Dense Plasma Focusing (DPF) device is a compact, strong pulse, multi-radiation source, which is driven by electromagnetic force to form a high-temperature plasma. It has important applications in "
Poloidal magnetic field in the dense plasma focus,S.K.H. Auluck,2024,,Physics of Plasmas,core-dpf,0,1,reference/papers/dpf-direct/auluck-2024-poloidal-bfield-dpf.pdf,
Focus Fusion: Overview of Progress Towards p-B11 Fusion with the Dense Plasma Focus,"Eric J. Lerner, S. M. Hassan, Ivana Karamitsos-Zivkovic et al.",2023,https://doi.org/10.1007/s10894-023-00345-z,Journal of Fusion Energy,core-dpf,15,1,,
Generalized plasma focus problem and its application to space propulsion,S. K. H. Auluck,2023,https://doi.org/10.1063/5.0141622,Physics of Plasmas,core-dpf,6,0,docs/research-reference/core-dpf/2023_Generalized_plasma_focus_problem_and_its_application_to_space_propulsion.pdf,
Electrode durability and sheared-flow-stabilized Z-pinch fusion energy,"M. C. Thompson, Sarah Simpson, C. J. Beers et al.",2023,https://doi.org/10.1063/5.0163381,Physics of Plasmas,core-dpf,6,1,,
Generalized plasma focus problem and its application to space propulsion,S. Auluck,2023,10.1063/5.0141622,Physics of Plasmas,core-dpf,6,1,docs/research-reference/core-dpf/2023_Generalized_plasma_focus_problem_and_its_application_to_space_propulsion.pdf,"Space propulsion is unique among many proposed applications of the dense plasma focus in being critically dependent on the availability of a scaling theory that is well-grounded in physics, in conform"
Observation of filaments in mega-ampere dense plasma focus within pure deuterium by means of simultaneous schlieren and interferometry diagnostics,"P. Kubeš, M. Paduch, S. K. H. Auluck et al.",2023,https://doi.org/10.1063/5.0124093,Physics of Plasmas,core-dpf,5,0,,
Experimental investigation and simulation of penetration depth of nitrogen ions emitted by plasma focus device inside titanium samples,"Mir mohammadreza Seyedhabashi, Morteza Ebrahimi, Dariush Rostamifard et al.",2023,https://doi.org/10.1016/j.rinp.2023.106897,Results in Physics,core-dpf,5,1,,
On the failure of neutron yield scaling in the dense plasma focus,S. K. H. Auluck,2023,https://doi.org/10.1063/5.0157626,Physics of Plasmas,core-dpf,4,0,docs/research-reference/core-dpf/2023_On_the_failure_of_neutron_yield_scaling_in_the_dense_plasma_focus.pdf,
Effect of anode shape on neutron and x-ray emission in dense plasma focus,"J. Novotný, J. Cikhardt, B. Cikhardtová et al.",2023,https://doi.org/10.1063/5.0153177,Physics of Plasmas,core-dpf,4,1,,
Observation of plasma dynamics in a theta pinch by a novel method,"Zhao Wang, Rui Cheng, Guodong Wang et al.",2023,https://doi.org/10.1063/5.0144921,Matter and Radiation at Extremes,core-dpf,4,1,,
On the failure of neutron yield scaling in the dense plasma focus,S. Auluck,2023,10.1063/5.0157626,Physics of Plasmas,core-dpf,4,1,docs/research-reference/core-dpf/2023_On_the_failure_of_neutron_yield_scaling_in_the_dense_plasma_focus.pdf,The observed scaling of neutron yield in the dense plasma focus (DPF) as the fourth power of the current in the plasma was the principal driver of the growth of DPF research in its early days. Subsequ
Numerical experiments on the total D–D fusion neutron yield versus deuterium pressure for different energy plasma focus devices using the Lee model code,"S Wahbe, Y. Abou‐Ali, M. Akel et al.",2023,https://doi.org/10.1088/1361-6587/acc610,Plasma Physics and Controlled Fusion,core-dpf,3,0,,
Development of a portable pulsed fast ⩾10<sup>6</sup> neutron generator based on a flexible miniature plasma focus tube,"Ram Niranjan, Rohit Srivastava, J Joycee et al.",2023,https://doi.org/10.1088/1361-6587/accfbd,Plasma Physics and Controlled Fusion,core-dpf,3,1,,
Total neutron emission from deuteron fusion and plasma pinch compression in a medium-sized plasma focus operating with D2 and D2 + Ne gas mixtures—Experimental results,"Ł. Marciniak, A. Kulińska, M. Scholz et al.",2023,https://doi.org/10.1063/5.0161686,Physics of Fluids,core-dpf,3,1,,
Smoothed particle hydrodynamics method for pinch plasma simulation with non-ideal MHD model,"Su-San Park, Deok-Kyu Kim, Jin-Hyun Kim et al.",2023,https://doi.org/10.1063/5.0138221,Physics of Plasmas,core-dpf,3,0,,
Investigation of Optical Properties and Chemical Structure of Nd2O3 Nanoparticles Deposited on NaX Zeolite Powder Using Plasma Focus Device,"Mir Mohammad Reza Seyedhabashi, Hesham Hosseinpour, Ehsanollah Noori",2023,https://doi.org/10.1007/s10904-023-02825-3,Journal of Inorganic and Organometallic Polymers and Materials,core-dpf,3,0,docs/research-reference/core-dpf/2023_Investigation_of_Optical_Properties_and_Chemical_Structure_of_Nd2O3_Nanoparticle.pdf,
Sn/Pb ratio variation in spherical structures deposited on silicon surface using plasma focus,"M. S. AHMAD, M. Akel, Sh. Al‐Hawat",2023,https://doi.org/10.1016/j.heliyon.2023.e17098,Heliyon,core-dpf,3,1,,
Numerical experiments on the total D–D fusion neutron yield versus deuterium pressure for different energy plasma focus devices using the Lee model code,"Samer Wahbe, Y. Abou-Ali, M. Akel et al.",2023,10.1088/1361-6587/acc610,Plasma Physics and Controlled Fusion,core-dpf,3,0,,"Numerical experiments using the Lee model code were carried out to compute the total D–D fusion neutron yield versus initial deuterium pressure for nine different plasma focus devices [PF50, AACS, PF4"
First exploratory survey of poloidal magnetic flux emission from a dense plasma focus,"Mahima Upadhyay, Mahesh Choudhary, Mayank Mishra et al.",2023,https://doi.org/10.1063/5.0155807,Physics of Plasmas,core-dpf,2,0,,
Correction to: Focus Fusion: Overview of Progress Towards p-B11 Fusion with the Dense Plasma Focus,"Eric J. Lerner, S. M. Hassan, Ivana Karamitsos-Zivkovic et al.",2023,https://doi.org/10.1007/s10894-023-00348-w,Journal of Fusion Energy,core-dpf,2,1,,
Effects of Electrode Geometric Parameters on Argon Soft X-Ray Radiation From Plasma Focus Machine: An Investigation by the Modified Lee Model,Hadi Barati,2023,https://doi.org/10.1109/tps.2023.3341091,IEEE Transactions on Plasma Science,core-dpf,2,0,,
Design and Characterization of One-Capacitor Compact Plasma Focus Device With Tapered Anode,"Kamal M. Ahmed, F. Diab, W. H. Gaber et al.",2023,https://doi.org/10.1109/tps.2023.3332833,IEEE Transactions on Plasma Science,core-dpf,2,0,,
Dense plasma focus: different cathode geometries and their influence on the hard x-ray production,"M. Barbaglia, R Giovachini, M. Milanese",2023,https://doi.org/10.1088/1361-6587/acb845,Plasma Physics and Controlled Fusion,core-dpf,1,1,,
Computational Estimate of the DT-to-DD Neutron Yield Ratio for Plasma Focus Chambers,"В. В. Гаганов, S. F. Garanin, V. Yu. Dolinskii",2023,https://doi.org/10.1134/s1063780x23600081,Plasma Physics Reports,core-dpf,1,0,,
Neutron and Hard X-Ray Pulses of the Plasma Focus Chamber at Discharge Currents of 100–200 kA,"D. I. Yurkov, V. A. Lavrenin, Б. Д. Лемешко et al.",2023,https://doi.org/10.1134/s1063778823100411,Physics of Atomic Nuclei,core-dpf,1,0,,
Dependence of Soft X-Ray Yield on Plasma Focus Parameters and Its Kinetic and Magnetic Pressures,"Sayed A. Ward, Tarek M. Allam, Kamal M. Ahmed et al.",2023,https://doi.org/10.1134/s1063780x23600251,Plasma Physics Reports,core-dpf,1,0,,
"Elemental Composition of Copper Films Deposited on the Surface of Metals Fe, V, and Ti at the Plasma Focus Facility","А. А. Ерискин, Aleksandr Kobzev, V. N. Kolokoltsev et al.",2023,https://doi.org/10.20944/preprints202310.0134.v1,Preprints.org,core-dpf,1,1,,
Dense plasma focus device as a promising method for thin film deposition –a numerical study of Ion beam features from Dense Plasma Focus device,"Sahyouni, Walid, Nassif, Alaa",2023,https://doi.org/10.5281/zenodo.17528942,Zenodo (CERN European Organization for Nuclear Research),core-dpf,0,1,,
Dense plasma focus device as a promising method for thin film deposition –a numerical study of Ion beam features from Dense Plasma Focus device,"Sahyouni, Walid, Nassif, Alaa",2023,https://doi.org/10.5281/zenodo.17528941,Zenodo (CERN European Organization for Nuclear Research),core-dpf,0,1,,
On the failure of neutron yield scaling in the Dense Plasma Focus,S. K. H. Auluck,2023,https://doi.org/10.48550/arxiv.2307.07715,arXiv (Cornell University),core-dpf,0,1,docs/research-reference/core-dpf/2023_On_the_failure_of_neutron_yield_scaling_in_the_dense_plasma_focus.pdf,
Operation of Plasma Focus Chamber as a Part of a Subkilojoule Pulsed Neutron Generator,"D. I. Yurkov, V. A. Lavrenin, Б. Д. Лемешко et al.",2023,https://doi.org/10.1134/s1063780x2360041x,Plasma Physics Reports,core-dpf,0,0,,
Anomalous resistance and its effect on neutron yied production in Mather type dense plasma focus devices,"A. Singh, S. S. Heoh, L. Sing",2023,https://doi.org/10.1049/icp.2022.2628,IET conference proceedings.,core-dpf,0,0,,
The Effect of Time-Dependent Level Kinetics in a 1–D MHD Simulation of an Argon Gas Z-Pinch Implosion,"N. D. Ouart, A. Dasgupta, A. L. Velikovich et al.",2023,https://doi.org/10.1109/icops45740.2023.10481065,?,core-dpf,0,0,docs/research-reference/core-dpf/2023_The_effect_of_time-dependent_level_kinetics_in_a_1-D_MHD_simulation_of_an_argon.pdf,
The effect of time-dependent level kinetics in a 1-D MHD simulation of an argon gas z-pinch implosion*,"Marc-Andre Schaeuble, N. D. Ouart, A. Dasgupta et al.",2023,https://doi.org/10.2172/2431061,?,core-dpf,0,1,docs/research-reference/core-dpf/2023_The_effect_of_time-dependent_level_kinetics_in_a_1-D_MHD_simulation_of_an_argon.pdf,
Upgrading of Mather-type Dense Plasma Focus Machine for Advanced Plasma Dynamic Studies,Christos Karvounis,2023,https://doi.org/10.18690/um.4.2023.33,"University of Maribor, University Press eBooks",core-dpf,0,1,,
Investigation of optical properties and chemical structure of Nd2O3 nanoparticles deposited on NaX zeolite powder using plasma focus device,"Mir Mohammad Reza Seyedhabashi, Hesham Hosseinpour, Ehsanollah Noori",2023,https://doi.org/10.21203/rs.3.rs-2946288/v1,Research Square (Research Square),core-dpf,0,1,docs/research-reference/core-dpf/2023_Investigation_of_Optical_Properties_and_Chemical_Structure_of_Nd2O3_Nanoparticle.pdf,
D–D Fusion Neutron Emission and Plasma Dynamics in 3.1-kJ Plasma Focus Operating With O<sub>2</sub> and D2+Ar Gas Mixtures,"Ł. Marciniak, K. Řezáč, J. Novotný et al.",2023,https://doi.org/10.1109/icops45740.2023.10481265,?,core-dpf,0,0,,
Development and Implementation of Laser Schlieren Imaging and Interferometry to Diagnose Structure and Electron Density in a Dense Plasma Focus,"S. Rocc, B. H. Shaw, C. Goyon et al.",2023,https://doi.org/10.1109/icops45740.2023.10481241,?,core-dpf,0,0,,
PF-1000 neutron yield and Lee model parameters,M. Akel et al.,2021,,Journal of Fusion Energy,core-dpf,0,1,reference/papers/dpf-direct/akel-2021-pf1000-neutron-yield.pdf,
First Experiments and Radiographs on the MegaJOuLe Neutron Imaging Radiography (MJOLNIR) Dense Plasma Focus,D.T. Offermann et al.,2021,,IEEE Transactions on Plasma Science,core-dpf,0,1,reference/papers/dpf-direct/offermann-2021-mjolnir-dpf.pdf,
Assessment of ALEGRA Computation for Magnetostatic Configurations,P. Grinfeld et al.,2018,,Sandia National Laboratories,core-dpf,0,1,reference/papers/dpf-direct/grinfeld-2018-alegra-magnetostatic-vv.pdf,
Fully Three-dimensional Simulation and Modeling of a Dense Plasma Focus,B. Meehan et al.,2014,,IEEE Transactions on Plasma Science,core-dpf,0,1,reference/papers/dpf-direct/meehan-2014-3d-dpf-alegra.pdf,
ALEGRA-MHD: Version 4.6,T. Haill et al.,2005,,Sandia National Laboratories SAND Report,core-dpf,0,1,reference/papers/dpf-direct/haill-2005-alegra-mhd-v46-sand-report.pdf,
AFRL Dense Plasma Focus Report (ADA192285),AFRL,1987,,Air Force Research Laboratory,core-dpf,0,1,references/ADA192285.pdf,
pic logo sw,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/picongpu-dev/docs/logo/pic_logo_sw.pdf,
pic logo on blue,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/picongpu-dev/docs/logo/pic_logo_on_blue.pdf,
pic logo,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/picongpu-dev/docs/logo/pic_logo.pdf,
alpaka,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/picongpu-dev/thirdParty/alpaka/docs/logo/alpaka.pdf,
saahpc 09,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/picongpu-dev/thirdParty/cuda_memtest/doc/saahpc_09.pdf,
Annotated Review Copy,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrixDPF1.0/research_paper/Annotated_Review_Copy.pdf,
Final Paper Submitted,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrixDPF1.0/research_paper/Final_Paper_Submitted.pdf,
MonteCarlo Validation Results,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/KelixDPFV1.0/documentation/MonteCarlo_Validation_Results.pdf,
System Architecture,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/KelixDPFV1.0/documentation/System_Architecture.pdf,
Safety Procedures,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/KelixDPFV1.0/documentation/Safety_Procedures.pdf,
DPF User Guide,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/KelixDPFV1.0/documentation/DPF_User_Guide.pdf,
Annotated Review Copy,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/KelixDPFV1.0/research_paper/Annotated_Review_Copy.pdf,
Final Paper Submitted,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/KelixDPFV1.0/research_paper/Final_Paper_Submitted.pdf,
PhysRevLett.109.205003 accepted,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/PhysRevLett.109.205003-accepted.pdf,
USimInDepth,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/USimInDepth.pdf,
VSimReferenceManual,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/VSimReferenceManual.pdf,
226144485,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/226144485.pdf,
Pub34832,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/Pub34832.pdf,
DimLifePF96,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/DimLifePF96.pdf,
PhysRevLett.109.205003 accepted,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/PhysRevLett.109.205003-accepted.pdf,
626327,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/626327.pdf,
ap dm 04,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/ap_dm-04.pdf,
Two dimensional simulation of dense plasma focus,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/Two-dimensional simulation of dense plasma focus.pdf,
Krish DPF 2012Review,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/Krish_DPF_2012Review.pdf,
Schmidt presentation,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/Schmidt_presentation.pdf,
Plasmaiops ,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/Plasmaiops .pdf,
2019 06 Landreman   SULI   computational plasma physics v02,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/2019-06 Landreman - SULI - computational plasma physics v02.pdf,
Thesis,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/Thesis.pdf,
780340,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/780340.pdf,
Patel Krishna Programming a Plasma Physics Calculator with the Use of Python SRP2021 ,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/Patel_Krishna_Programming_a_Plasma_Physics_Calculator_with_the_Use_of_Python_SRP2021 .pdf,
preview 9780429801068 A38583731,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/preview-9780429801068_A38583731.pdf,
Dense Plasma Focus   From Alternative Fusion Sourc,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/Dense_Plasma_Focus_-_From_Alternative_Fusion_Sourc.pdf,
Energies PP,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/Energies PP.pdf,
Payment Receipt   KUBRA EZ PAY,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/Payment Receipt - KUBRA EZ-PAY.pdf,
Plasma modelling and numerical simulation,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/Plasma_modelling_and_numerical_simulation.pdf,
Introduction to plasma physics using Python,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/Introduction to plasma physics using Python.pdf,
VanArsdallPulsedPower072984p,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/VanArsdallPulsedPower072984p.pdf,
2 ICTP e manual 2,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/2 ICTP e-manual 2.pdf,
NeurIPS ML4PS 2021 26,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/NeurIPS_ML4PS_2021_26.pdf,
caflisch,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/caflisch.pdf,
paper ieee 2006,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/paper_ieee_2006.pdf,
233301 1 online,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/233301_1_online.pdf,
1402.5083v1,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/1402.5083v1.pdf,
PPPL 3552,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/PPPL-3552.pdf,
charactPfSpeedEnhanceCairo03,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/charactPfSpeedEnhanceCairo03.pdf,
Rémi Sentis,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/Rémi Sentis.pdf,
770386,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/770386.pdf,
A SerbanPhD1995,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/A SerbanPhD1995.pdf,
Book of Abstracts MHD PP 2024,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/Book_of_Abstracts_MHD-PP_2024.pdf,
1000284,See PDF,2019,,Various,legacy-code,0,1,reference/legacy-simulators/HeliosMatrix/gpt/1000284.pdf,
AI-Augmented Development of a Multi-Physics Dense Plasma Focus Simulator,Anthony Zamora,2026,,Submitted to IEEE TPS,own-work,0,1,docs/paper-ai-driven-dpf-development.md,
DPF-Unified Research Paper,Anthony Zamora,2026,,Draft,own-work,0,1,Zamora_DPF_Unified_Research_Paper.docx,
DPF-Unified Technical White Paper,Anthony Zamora,2026,,Draft,own-work,0,1,Zamora_DPF_Unified_Technical_White_Paper.docx,
DPF-Unified Companion Paper,Anthony Zamora,2026,,Draft,own-work,0,1,Zamora_DPF_Unified_Companion_Paper.docx,
Gemini Research: research 1773587729,Gemini Ultra,2026,,AI Research Output,own-work,0,1,docs/gemini-research/research-1773587729.md,
Gemini Research: research 1773587726,Gemini Ultra,2026,,AI Research Output,own-work,0,1,docs/gemini-research/research-1773587726.md,
Gemini Research: research 1773587723,Gemini Ultra,2026,,AI Research Output,own-work,0,1,docs/gemini-research/research-1773587723.md,
Plasma Physics - Theory and Experiments,PowerLAPS,2023,,Book,textbook,0,1,reference/textbooks/powerlaps-plasma-physics-theory-experiments.pdf,
Introduction to Plasma Physics and Controlled Fusion (3rd Edition),Francis F. Chen,2016,,Springer,textbook,0,1,reference/textbooks/chen-intro-plasma-physics-controlled-fusion-3ed.pdf,
