ID,Category,Title,Authors,Year,DOI,ArXiv,Abstract,Page Count,Methods,Domain Tags
148,04-Plasma-Physics,Plasma pressure profiles in a sheared-flow-stabilized Z-pinch,,2024,10.1063/5.0209351,,"We report the plasma pressure reached inside the central plasma column of a sheared-flow-stabilized Z-pinch using Thomson scatteringmeasurements. Building on previously reported experimental results and the analysis methods established for the high temperature andmoderate density plasmas generated on the FuZE device, we show evidence of a central plasma region with higher electron temperatureand density, which is consistent with a pinch behavior. Elevated electron temperatures up to 2 :2560:8",8,experimental; data_analysis,z_pinch; plasma_physics; nuclear_fusion; diagnostics; pulsed_power; electrode_materials
160,04-Plasma-Physics,10894_2023_342_Article 1..12,Christopher Galea,2023,10.1007/s10894-023-00342-2,,The Princeton Field-Reversed Conﬁguration (PFRC) nuclear fusion reactor concept is an innovative approach to fusionpower generation prioritizing low neutron production and small size. A combination of analytical modeling and numericalsimulation shows that the novel heating approach generates an FRC with closed ﬁeld lines. Simulation data from a single-particle Hamiltonian code predicts ms-scale plasma heating in reactor-scale conditions while PIC codes predict formationof warm FRC plasmas from,12,experimental; machine_learning; simulation; review,plasma_physics; nuclear_fusion; radiation; particle_methods
145,04-Plasma-Physics,CitationRESEARCH ARTICLE| NOVEMBER 20 2023,,2023,10.1063/5.0171845,,"Magnetic mirror configurations are observed in natural settings and have various applications in laboratory plasmas, such as a magneticexpander of the open mirror fusion devices. The axial plasma flow in open mirror systems is significantly influenced by atomic processesinvolving neutrals, such as ionization and charge-exchange collisions. A quasi-two-dimensional computational model was developed tostudy these effects on accelerated plasma flow in magnetic mirror configurations. This model in",14,simulation,plasma_physics; nuclear_fusion; uncertainty_quantification; turbulence; particle_methods
153,04-Plasma-Physics,FlDyn2360286Yatsukhno.fm,Input2,2023,10.1134/S0015462823602863,,"A brief review of publications on bench experiments focused on investigating the physicalprocesses accompanying the interaction between ionize d and neutral gases in the presence of an exter-nal magnetic field is presented. The main accent is on the studies concerning the problems of investi-gation of the anomalous ionization phenomenon when realizing the experiment’s parameters (themagnetic and electric field strengths, plasma and neutral gas densities, voltage, and gas type) that arethe most",6,experimental; review,plasma_physics; nuclear_fusion; uncertainty_quantification; electrode_materials; turbulence
98,04-Plasma-Physics,"Kyle P. Kelley,1,a Anna N. Morozovska,2 Eugene A. Eliseev,3 Yongtao Liu,1 Shelby S. Fields,4","Kalinin, Sergei V.",2023,,,,19,experimental; simulation,plasma_physics; electrode_materials
149,04-Plasma-Physics,Positive Streamer Initiation in SF<sub>6</sub>/CO<sub>2</sub> Based on Zener&#x2019;s Field Ionization,,2023,,,"In this study, experiments were performed to measure the inception and breakdown voltagesof SF 6/CO 2mixed gases with varying mixing ratios at two different pressures (1 and 2 bar). Using thepreliminary data obtained from the experiments, a 3D particle model was used to investigate positive streamerinitiation in SF 6/CO 2with field ionization. Field ionization using Zener’s model was assumed to be similarto the electron detachment in air. The experimental results showed that at P=1 bar, the",10,experimental; simulation,plasma_physics; machine_learning; electrode_materials; particle_methods
99,04-Plasma-Physics,Supernova simulations confront SN 1987A neutrinos,,2023,10.1103/PhysRevD.108.083040,,,61,simulation; experimental; review; machine_learning,plasma_physics
100,04-Plasma-Physics,Targeting integrin pathways: mechanisms and advances in therapy,Xiaocong Pang,2023,10.1038/s41392-022-01259-6,,,42,review,plasma_physics
147,04-Plasma-Physics,mdpi.com/journal/sensorsSpecial Issue Reprint,,2023,10.3390/books978-3-7258-1450-3,,,338,,plasma_physics; nuclear_fusion; radiation; diagnostics
97,04-Plasma-Physics,2022 Review of Data-Driven Plasma Science,,2022,10.1109/TPS.2023.3268170,,,89,experimental; review; simulation; machine_learning,plasma_physics; nuclear_fusion; machine_learning; uncertainty_quantification; diagnostics; ai_scientific_discovery
114,04-Plasma-Physics,CitationRESEARCH ARTICLE| APRIL 29 2021,,2021,10.1063/5.0046843,,"The large differential drift motion between electrons and ions that is created by the E /C2B current can produce different instabilities, such asthe electron cyclotron drift instability, perpendicular to the magnetic ﬁeld, and the Modiﬁed Two-Stream Instability (MTSI), with a compo-nent along the magnetic ﬁeld. In this paper, we derive and validate a stability condition for the apparition of the MTSI modes in 2D particle-in-cell simulations of E /C2B discharges in the radial-azimuthal plane of",13,simulation; experimental,plasma_physics; particle_methods
120,04-Plasma-Physics,Edited byElectron Scattering,MDPI,2021,10.3390/atoms10020054,,"EditorGrzegorz Piotr KarwaszUniversity Nicolaus CopernicusPolandEditorial OfﬁceMDPISt. Alban-Anlage 664052 Basel, SwitzerlandThis is a reprint of articles from the Special Issue published online in the open access journalAtoms (ISSN 2218-2004) (available at: https://www.mdpi.com/journal/atoms/specialissues/ElectronScatteringGases PlasmaModeling).For citation purposes, cite each article independently as indicated on the article page online and asindicated below:LastName, A.A.; LastName",306,experimental; simulation,plasma_physics; nuclear_fusion
135,04-Plasma-Physics,Journal of Instrumentation,,2021,10.1088/1748-0221/16/05/P05018,,PAPERCharge exchange radiation diagnostic with gas jettarget for measurement of plasma flow velocity inthe linear magnetic trapTo cite this article: A. Lizunov 2021 JINST 16 P05018,12,experimental,plasma_physics; nuclear_fusion; radiation; diagnostics; electrode_materials; turbulence
162,04-Plasma-Physics,Thermally driven countercurrent plasma centrifuge,,2020,10.1080/01496395.2020.1808683,,"Renewed interest in plasma isotope separation stems from the need to produce certain isotopes more inexpensively. These include isotopes of groups I and II, rare earth and some other elements of the periodic table. While gas centrifuge cascades, developed for uranium enrichment, are capable of a wider range of separation applications, they are limited to elements that can form volatile gaseous compounds at room temperature. In the absence of a suitable compound, more expensive separation te",10,experimental,mhd; plasma_physics
115,04-Plasma-Physics,Critical Velocity Ionization in Substellar Atmospheres,A. D. Wilson,2019,,,"The observation of radio, X-ray, and H αemission from substellar objects indicates the presence of plasma regionsand associated high-energy processes in their surrounding envelopes. This paper numerically simulates andcharacterizes critical velocity ionization (CVI ), a potential ionization process, that can ef ﬁciently generate plasma as aresult of neutral gas ﬂows interacting with seed magnetized plasmas. By coupling a gas –magnetohydrodynamic(MHD )interactions code (to simulate the ioniza",8,experimental,mhd; plasma_physics; radiation; turbulence
141,04-Plasma-Physics,On the Relationship Between the Electromagnetic Burst and Inductive Sensor Measurement of a Pulsed Plasma Accelerator,,2019,,,"A remote and non-invasive diagnostic of the plasma focus using antennas is presented in thiswork. The main motivation is the application of such diagnostic in a miniaturized plasma accelerator, basedon the plasma focus architecture, as a cube satellite thruster. The evaluation of this proposal was carried outmeasuring a hundred of joules plasma focus operation simultaneously with the inductive measurement andantennas. Three different antennas tuned in the ultra high frequency range were test",15,experimental,dense_plasma_focus; z_pinch; plasma_physics; nuclear_fusion; pulsed_power; electrode_materials; circuit_modeling
166,04-Plasma-Physics,A compact new incoherent Thomson scattering diagnostic for low-temperature plasma studies,Benjamin Vincent,2018,,,"Incoherent Thomson scattering (ITS )has a long history of application for the determination ofelectron density and temperature in dense fusion plasmas, and in recent years, has beenincreasingly extended to studies in low-temperature plasma environments. In this work, thedesign and preliminary implementation of a new, sensitive and uniquely compact ITS platformknown as Thomson scattering experiments for low temperature ion sources are described.Measurements have been performed on a hollow cat",14,experimental,plasma_physics; nuclear_fusion; radiation; diagnostics; electrode_materials; turbulence
128,04-Plasma-Physics,untitled,,2018,10.1109/TPS.2018.2868757resulting,,"We present a new experimental platform for study-ing radiative shocks using an “inverse liner z-pinch” conﬁgura-tion. This platform was tested on the MAGPIE pulsed powerfacility ( ∼1M Aw i t har i s et i m eo f ∼240 ns) at Imperial CollegeLondon, U.K. Current is discharged through a thin-walled metaltube (a liner) embedded in a low-density gas-ﬁll and returnedthrough a central post. The resulting magnetic pressure insidethe liner launched a cylindrically symmetric, expanding radiativeshock in",7,experimental,z_pinch; plasma_physics; nuclear_fusion; radiation; diagnostics; pulsed_power; electrode_materials
109,04-Plasma-Physics,Beam Velocity and Density Influences on Ion-Beam Pulses Moving in Magnetized Plasmas,,2016,10.1109/TPS.2016.2581202to,,"The wakeﬁeld and stopping power of an ion-beampulse moving in magnetized plasmas are investigated usingparticle-in-cell simulations. The effects of beam velocity anddensity on the wakeﬁeld and stopping power are discussed.Besides the longitudinal inverted V-shaped wakes, strong whistlerwaves are observed when low-density and low-velocity pulsesmove in plasmas in the presence of a magnetic ﬁeld. Thecorresponding stopping powers are enhanced because of dragfrom these whistler waves. As the beam",6,simulation,plasma_physics; nuclear_fusion; particle_methods
104,04-Plasma-Physics,CitationRESEARCH ARTICLE| JULY 18 2016,,2016,10.1063/1.4956443,,"Alfv /C19en ionization in an MHD-gas interactions codeA. D. Wilson and D. A. DiverSchool of Physics and Astronomy, SUPA, University of Glasgow, Glasgow G12 8QQ, United Kingdom(Received 15 December 2015; accepted 22 June 2016; published online 18 July 2016)A numerical model of partially ionized plasmas is developed in order to capture their evolvingionization fractions as a result of Alfv /C19en ionization (AI). The mechanism of, and the parameterregime necessary for, AI is discussed and an",13,experimental; simulation,mhd; plasma_physics; nuclear_fusion; particle_methods
167,04-Plasma-Physics,Journal of Instrumentation,,2013,10.1088/1748-0221/8/12/C12014,,"We applied Fraunhofer diffraction (FD) method to GAMMA10 plasma. The FDmethod can measure the density ﬂuctuation in detail and the wave number of the ﬂuctuation. Wesuccessfully obtained the density ﬂuctuation spectra in GAMMA 10. Analyzing the FD methodsignals of radial ﬂuctuation intensity proﬁle, we can successfully obtain the wave number and thephase velocity of the low frequency density ﬂuctuation.",8,experimental,plasma_physics; nuclear_fusion; radiation; diagnostics
129,04-Plasma-Physics,"The Astrophysical Journal , 776:11 (20pp), 2013 October 10 doi: 10.1088/0004-637X/776/1/11",IOP Publishing 2013 Sep 17:0:0,2013,10.1088/0004-637X/776/1/11,,"Observations of continuous radio and sporadic X-ray emission from low-mass objects suggest they harbor localizedplasmas in their atmospheric environments. For low-mass objects, the degree of thermal ionization is insufﬁcientto qualify the ionized component as a plasma, posing the question: what ionization processes can efﬁcientlyproduce the required plasma that is the source of the radiation? We propose Alfv ´en ionization as a mechanism forproducing localized pockets of ionized gas in the at",20,experimental,plasma_physics; radiation; turbulence
130,04-Plasma-Physics,Topical Review,Topical Review,2013,10.1088/0741-3335/55/6/063001,,"A gas dynamic trap (GDT) is a version of a magnetic mirror whose characteristic features are along mirror-to-mirror distance, which exceeds the effective mean free path of ion scatteringinto a loss cone, a large mirror ratio ( R∼100)and axial symmetry. Under these conditions,the plasma conﬁned in a GDT is isotropic and Maxwellian. The rate at which it is lost out ofthe ends is governed by a set of simple gas-dynamic equations, hence the name of the device.Plasma magnetohydrodynamic stability is",32,experimental; review,mhd; plasma_physics; nuclear_fusion
152,04-Plasma-Physics,arXiv:1305.4928v1 [physics.plasm-ph] 21 May 2013PLASMAS AND GASES,,2013,,,,8,experimental,mhd; plasma_physics; nuclear_fusion; pulsed_power; electrode_materials
121,04-Plasma-Physics,Gas rarefaction and the time evolution of long high-power impulse magnetron sputtering pulses,C Huo et al,2012,10.1088/0963-0252/21/4/045004,,"Model studies of 400 µs long discharge pulses in high-power impulse magnetron sputteringhave been made to study the gas dynamics and plasma chemistry in this type of pulsedprocessing plasma. Data are taken from an experiment using square voltage pulses applied toan Al target in an Ar atmosphere at 1.8 Pa. The study is limited to low power densities,<0.5k Wc m−2, in which the discharge is far away from the runaway self-sputtering mode.The model used is the ionization region model, a time-depen",13,experimental,plasma_physics; nuclear_fusion; electrode_materials
118,04-Plasma-Physics,Title of dissertation: DIAMAGNETISM OF A SUPERSONIC,,2012,,,"DIAMAGNETISM OF A SUPERSONICROTATING MAGNETIZED PLASMAbyWilliam YoungDissertation submitted to the Faculty of the Graduate School of theUniversity of Maryland, College Park in partial fulﬁllmentof the requirements for the degree ofDoctor of Philosophy2012Advisory Committee:Professor Adil Hassam, Chair/AdvisorProfessor Richard EllisProfessor Christopher DavisDr. John RodgersProfessor William DorlandAll rights reservedINFORMATION TO ALL USERSThe quality of this reproduction is dep",110,experimental,mhd; plasma_physics; nuclear_fusion; radiation; diagnostics; pulsed_power
112,04-Plasma-Physics,ORIGINAL RESEARCH,,2010,10.1007/s10894-010-9331-x,,"Velocity of hydrogen plasmas rotating due toimposed E9Bﬁelds at the Maryland Centrifugal Exper-iment (MCX) (Ellis et al., Phys Plasmas 12:055704, 2005),where Eis the electric ﬁeld in the radial direction and Bthemagnetic ﬁeld in the axial direction of a cylindrical con-ﬁguration, has traditionally been measured using Dopplershifts of atomic spectra from impurity elements such ascarbon. Ideally, the gyrocenter of trace particles rotates atthe bulk plasma velocity, regardless of the charged",5,experimental; simulation; machine_learning,mhd; plasma_physics; nuclear_fusion; radiation
158,04-Plasma-Physics,Sub-Alfvénic velocity limits in magnetohydrodynamic rotating plasmas,,2010,10.1063/1.3383051,,"Reuse of AIP content is subject to the terms at: http://pop.aip.org/about/rights_and_permissionsSub-Alfvénic velocity limits in magnetohydrodynamic rotating plasmasC. Teodorescu, R. Clary, R. F. Ellis, A. B. Hassam,C. A. Romero-Talamas, and W. C. YoungUniversity of Maryland, College Park, Maryland 20742, USA/H20849Received 15 December 2009; accepted 17 March 2010; published online 14 May 2010 /H20850Magnetized plasmas in shaped ﬁelds rely on large, supersonic rotation to effect centrifugal",14,experimental,mhd; plasma_physics; nuclear_fusion; pulsed_power; electrode_materials
124,04-Plasma-Physics,3372833.pdf,aduma,2009,,,"The quality of this reproduction is dependent upon the quality of the copy submitted. Broken or indistinct print, colored or poor quality illustrations and photographs, print bleed-through, substandard margins, and improper alignment can adversely affect reproduction. In the unlikely event that the author did not send a complete manuscript and there are missing pages, these will be noted. Also, if unauthorized copyright material had to be removed, a note will indicate the deletion.",132,experimental,plasma_physics; nuclear_fusion; radiation; pulsed_power
117,04-Plasma-Physics,Current‐voltage relation of a centrifugally confined plasma,"L. C. Ray, Y.&#8208;J. Su, R. E. Ergun, P. A. Delamere, F. Bagenal",2009,10.1029/2008JA013969,,,7,experimental,plasma_physics
139,04-Plasma-Physics,Mirror stabilization experiments in the Hanbit device,A.C. England et al,2009,10.1088/0029-5515/49/12/125008,,The Hanbit magnetic mirror device has been involved in a series of experiments on stabilization of the MHD ﬂutetype mode. We undertook investigations to see whether a divertor and the kinetic stabilizer (KS) of Post et al canstabilize the MHD instability. The Hanbit divertor conﬁguration used one of the central cell coils with reversedcurrent as the divertor coil and two other coils with increased current to compensate the ﬁeld droop. The divertoreliminated the m=− 1 instability when the null p,14,experimental,mhd; plasma_physics; nuclear_fusion; diagnostics
107,04-Plasma-Physics,CitationRESEARCH ARTICLE| NOVEMBER 25 2008,,2008,10.1063/1.3028312,,"Analysis and modeling of edge ﬂuctuations and transport mechanismin the Maryland Centrifugal ExperimentI. U. Uzun-Kaymak, P . N. Guzdar, R. Clary, R. F. Ellis, A. B. Hassam, and C. TeodorescuInstitute for Research in Electronics and Applied Physics, University of Maryland, College Park,Maryland 20742, USA/H20849Received 21 August 2008; accepted 29 October 2008; published online 25 November 2008 /H20850The Maryland Centrifugal Experiment /H20851R. F. Ellis et al. , Phys. Plasmas 12, 055704",9,experimental; simulation,mhd; plasma_physics; nuclear_fusion; electrode_materials; circuit_modeling
102,04-Plasma-Physics,A Critical Ionization Velocity Experiment on the ARGOS Satellite,,2007,10.2514/6.2007-279,,AmericanInstituteofAeronauticsandAstronautics 2()* 2 / V e M =Nomenclature V*=criticalionization velocity B =magnetic field E =electricfield e =electroncharge =efficiencyofionizationbyCIV. M =molecularweightoftheneutralgas nXe =densityo fneutralxenongas nO+ =densityofoxygenion c=chargeexchangeratebetweenneutralxenonandoxygenion i=gyrofrequencyofxenonion LH =lowerhybridplasmamodetimescale =cross -sectionofchargeexchange betweenxenonandoxygenion qi =chargeofion H =electronhe,10,experimental; review,plasma_physics
142,04-Plasma-Physics,Title of dissertation: PARAMETRIC LIMITATIONS ON DISCHARGE,,2007,,,"PARAMETRIC LIMITATIONS ON DISCHARGEPERFORMANCE IN THEMARYLAND CENTRIFUGAL EXPERIMENTbyRobert LunsfordDissertation submitted to the Faculty of the Graduate School of theUniversity of Maryland, College Park in partial fulﬁllmentof the requirements for the degree ofDoctor of Philosophy2007Advisory Committee:Professor Richard Ellis, ChairProfessor Adil HassamProfessor Alan W. DesilvaAssociate Professor William DorlandProfessor Wendell T. HillUMI Number: 326033032603302007Copyright",230,experimental,plasma_physics; diagnostics; pulsed_power; circuit_modeling
137,04-Plasma-Physics,Maser based on cyclotron resonance in a decaying plasma,,2006,,,,6,experimental,plasma_physics; physics_informed_ml
108,04-Plasma-Physics,Axial Electron Heat Loss from Mirror Devices Revisited,eedadmin,2005,10.13182/FST05-A627,,"AXIAL ELECTRON HEAT LOSS FROM MIRROR DEVICES REVISITEDD.D. RyutovLawrence Livermore National Laboratory, Livermore, CA 94551, USAAn issue of the axial electron heat loss is of a significantimportance for mirror-based fusion devices. This problemhas been considered in a number of publications but it isstill shrouded in misconceptions. In this paper we revisitit once again. We discuss the following issues: 1)Formation of the electron distribution function in the endtank at large expansion r",8,experimental,plasma_physics; nuclear_fusion
164,04-Plasma-Physics,CitationBRIEF REPORT| FEBRUARY 08 2005,,2005,10.1063/1.1854687,,"Vacuum ultraviolet measurements on hydrogen resonance linesin the Maryland Centrifugal ExperimentJ. Ghosh, R. Elton, H. Griem, C. T eodorescu, A. Case, and R. EllisInstitute for Research in Electronics and Applied Physics, University of Maryland, College Park, Maryland20742/H20849Received 19 October 2004; accepted 7 December 2004; published online 8 February 2005;publisher error corrected 20 October 2005 /H20850Extended spectroscopic measurements of hydrogen emission into the vacuum ultra",5,experimental,plasma_physics; nuclear_fusion; radiation; electrode_materials
157,04-Plasma-Physics,CitationRESEARCH ARTICLE| MAY 05 2005,,2005,10.1063/1.1896954,,"Steady supersonically rotating plasmas in the Maryland CentrifugalExperimenta R. F. Ellis,b!A. Case, R. Elton, J. Ghosh, H. Griem, A. Hassam, R. Lunsford,S. Messer, and C. TeodorescuUniversity of Maryland, College Park, Maryland 20742-3511sReceived 12 November 2004; accepted 28 February 2004; published online 5 May 2005 dThe Maryland Centrifugal Experiment MCX fR. F. Ellis, A. B. Hassam, and S. Messer, Phys.Plasmas 8, 2057 s2000 dgstudies supersonic rotation and enhanced conﬁnement produc",8,experimental,mhd; plasma_physics; nuclear_fusion; radiation; diagnostics; pulsed_power; circuit_modeling; turbulence
156,04-Plasma-Physics,Steady supersonically rotating plasmas in the Maryland Centrifugal Experiment,,2005,10.1063/1.1896954,,,8,experimental,mhd; plasma_physics; nuclear_fusion; radiation; diagnostics; pulsed_power; circuit_modeling; turbulence
138,04-Plasma-Physics,CitationRESEARCH ARTICLE| OCTOBER 01 2004,,2004,10.1063/1.1789619,,"Measurement of the rotational velocity in Hanbit mirror deviceby using the Gundestrup-emissive-triple probe systemK.-S. Chung,a)G. Y. Kwak, Y.-S. Choi, and M.-J. LeeElectric Probe Applications Laboratory, Hanyang University, Seoul 133-791, KoreaJ. G. Bak and M. KwonKorea Basic Science Institute, Yusung, Taejeon, 305-333, Korea(Presented on 22 April 2004; published 20 October 2004 )A new probe set, called the Gundestrup-emissive-triple (GET )probe, is developed to measure therotational ve",4,experimental,plasma_physics; nuclear_fusion; diagnostics
125,04-Plasma-Physics,Microsoft PowerPoint - Madison Workshop for FUSE 2018.ppt,hassam,2001,,,"Basic Idea• centrifugal forces => axial confinement • rotation shear => stability to interchanges Hassam, AB, Comments Plasma Phys Cont. Fus., 18, 26 3, 1997 Ellis, RF; Hassam, AB; Messer, S; et al. PHYSICS OF PLASMAS 8, 2057, 2001 Next few slides show why need Ms> 1 •Sonic Mach number, Ms, is the Figure of Merit for Equilibrium, Stability, and Lawson Breakeven. Ms> 1MHD Centrifugal Confinement => need high Mach number B. ∇∇∇∇p = - B.[nm u.∇∇∇∇u] p : nmu 21 : u",33,experimental,mhd; plasma_physics; nuclear_fusion
165,04-Plasma-Physics,"VOLUME 87, N UMBER 2 3 PHYSICAL REVIEW LETTERS 3D ECEMBER 2001",,2001,10.1103/PhysRevLett.87.235002,,,4,simulation; review,mhd; plasma_physics; nuclear_fusion
123,04-Plasma-Physics,TSS‐1R electron currents: Magnetic limited collection from a heated presheath,"David L. Cooke, Ira Katz",1998,,,We show that currents collected by TSS-1R are con- sistent with Parker-Murphy magnetic limited collection from the ionosphere where the local electron temperatures are elevated as observed during the first TSS-1 mission. An analytic develop- ment of the previous Katz et al. [1994] presheath model is presented. This model accounts for the heating that occurs as electrons fall through the potentials necessary to reflect the ram ions while satisfying the Bohm sheath stability criterion. This,4,experimental; machine_learning,plasma_physics; diagnostics
127,04-Plasma-Physics,INFORMATION TO USERS,,1992,,,Reproduced with permission of the copyright owner. Further reproduction prohibited without permission.,279,review; experimental,plasma_physics
131,04-Plasma-Physics,Momentum coupling in the “CRIT II” critical ionization velocity experiment,"K. Liou, R. B. Torbert, G. Haerendel",1990,,,A unified theory has been developed to explain the formation of a quasi-dc electric pulse (co < fi) induced by an ionizing neutral barium beam across n ionospheric plasma. We obtained a generalized form for the dc electric field in the plane perpendicular to the magnetic field within a simplified slab barium cloud moving perpendicular to the geomagnetic fields. A current system associated with the quasi-dc electric field was also proposed to provide a way to transfer the momentum between,9,experimental; review,plasma_physics
140,04-Plasma-Physics,Non‐solar UV produced ions observed optically from the “CRIT I” Critical Velocity Ionization Experiment,"H. C. Stenbaek-Nielsen, E. M. Wescott, D. Rees, A. Valenzuela, N. Brenning",1990,,,,9,experimental,plasma_physics
105,04-Plasma-Physics,Alfven's Critical Velocity Effect Tested in Space,,1982,,,"G. Haerendel • Alfven's Critical Velocity Effect Tested in Space 729 interactions. A sounding rocket flight of a complex payload with plasma diagnostic instruments and, among others, a separable shaped charge provided an occasion of studying this effect in great detail [11]. The data are discussed in a separate paper which will be referred to as Paper 2. A similar ex-periment was performed by Deehr et al. (1982) [20] using barium and strontium, but without any in-situ diagnostics. Aft",8,experimental,plasma_physics; turbulence
116,04-Plasma-Physics,Journal of Physics D:,,1978,,,Critical ionisation velocity and the dynamics of acoaxial plasma gunTo cite this article: M A Raadu 1978 J. Phys. D: Appl. Phys. 11 363,17,experimental; review,plasma_physics; diagnostics; electrode_materials
163,04-Plasma-Physics,Trajectories of Charged Particles in Radial Electric and Uniform Axial Magnetic Fields,Gerald W. Englert,1977,,,,9,experimental,plasma_physics
154,04-Plasma-Physics,Review of the critical velocity of gas-plasma interaction,,1973,,,"A review is given of the experimental investigations concerning the critical velocity of the interaction between a neutral gas and a plasma in relative motion. In most of the experiments this critical velocity is equivalent to a voltage limitation of a discharge through a partially ionized, mag- netized plasma. The critical velocity phenomenon can have been of importance in a large number of experiments but it has been observed in rather few cases and studied in detail in less than half a do",27,experimental; review,plasma_physics; nuclear_fusion; electrode_materials
134,04-Plasma-Physics,Critical voltage of a rotating plasma,,1966,,,"View the article online for updates and enhancements. You may also like On improved confinement in mirror plasmas by a radial electric field O Ågren and V E Moiseenko -CHARACTERIZING TRANSITION TEMPERATURE GAS IN THE GALACTIC CORONA Bart P. Wakker, Blair D. Savage, Andrew J. Fox et al. -Extension of measurable velocity limit of ultrasonic velocity profiling based on phase difference gradient analysis Naruki Shoji -",9,experimental,plasma_physics; nuclear_fusion; electrode_materials; circuit_modeling
133,04-Plasma-Physics,Voltage characteristics of a rotating plasma,,1961,,,"View the article online for updates and enhancements. You may also like On the current density limiting effect in SF6-based mixtures A A Belevtsev, K N Firsov, S Yu Kazantsev et al. -Occultation of a Large Star by the Large Plutino (28978) Ixion on 2020 October 13 UTCStephen E. Levine, Carlos A. Zuluaga, Michael J. Person et al. -Discussion of the deflagration index expression for cylindrical vessel Zhe Song, Peili Zhang, Jianjun Liang et al. -",7,,plasma_physics; nuclear_fusion
113,04-Plasma-Physics,Collision between a Nonionized Gas and a Magnetized Plasma,H. Alfven,1960,,,"COLLISIONS OFGASANDPLASMA 7ii6-089600gauss0xxB~7000gaussKa~~~~~~ ~~~~~~xxBoooogauss~aO~eaesey~~~~~0 Orotation. Afterafewmicroseconds astationary stateisreached. Theplasmarotates withacertainvelocityvyandthevoltage between A~andA2hasaconstantvalue(during30@secormore).Thevoltage canbeexpected tobegivenbythepolarization oftheplasma,sothatB2wgBpdR.c~xi2-1O 20H V=10kVR=2Q50 160FxG.2.Voltage between theelectrodes asafunctionofthegaspressure (hydrogen).2.SUMMARY OFBLOCK'S ANDFAHLES",4,experimental,plasma_physics; nuclear_fusion; electrode_materials
159,04-Plasma-Physics,PII: 0032-0633(82)90059-9,,1960,,,"The critical velocity triggering anomalous ionization of the neutral gas by plasma flow is calculated for the model based on the lower hybride instability. It depends strongly on the plasma and gas parameters, defining the instability development of the ionized atoms beam in the counter- streaming plasma. In particular, the possible role of the critical ionization mechanism for Halley’s comet is examined. The fulfilment of both Townsend’s condition for the selfustained beam plasma dis- cha",7,experimental,plasma_physics; turbulence
132,04-Plasma-Physics,Kinetic and nonlinear processes in space plasmas,,,,,,,,plasma_physics
151,04-Plasma-Physics,"On the origin of the solar system. By H. Alfvén. International series of monographs on physics, Oxford (Clarendon Press), 1954. Pp. viii, 194; 47 Figs., 15 tables",,,,,,2,review,plasma_physics; turbulence
179,05-Nuclear-Radiation,ELEMENTS OF NEUTRON PHYSICS,,2025,,,,100,,nuclear_fusion; uncertainty_quantification; radiation
177,05-Nuclear-Radiation,JHEP01(2021)107,,2024,10.1007/JHEP01(2021,,"New light particles produced in supernovae can lead to additional energy lossand a consequent deﬁcit in neutrino production in conﬂict with the neutrinos observedfrom Supernova 1987A (SN1987A). Contrary to the majority of previous SN1987A studies,we examine the impact of Z′bosons, axions, and axion-like particles (ALPs) interactingwith the muonsproduced in SN1987A. For the ﬁrst time, we ﬁnd constraints on generic Z′bosonscoupledtomuons, andapplyourresultstoparticlemodelsincludinggauged Lµ−L",28,simulation,nuclear_fusion; radiation
176,05-Nuclear-Radiation,PoS(COSMICWISPers)041,,2024,,,,81,review; experimental; machine_learning,radiation; nuclear_fusion
174,05-Nuclear-Radiation,BOOK OF ABSTRACTS,Aleksandar Ristic,2023,,,"I BOOK OF ABSTRACTS ELEVENTH INTERNATI ONAL CONFERENCE ON RADIATION, NATURAL SCIENCES, MEDICINE, ENGINEERING, TECHNOLOGY AND ECOLOGY (RAD 202 3) 19–23.06.202 3 | HERCEG NOVI | www.rad -conference.org TABLE OF CONTENTS Click on the title of the abstract to access it PLENA RY LECTURES Dejan Trbojevic, Design of the Affordable FLASH Proton Therapy Facility with Permanent Magnets ... 1 BIOCHEMISTRY Aušra Nemeikaitė -Čėnienė, Violeta Jonušienė, Lina Misevičienė, Audronė Maro",323,,machine_learning; nuclear_fusion; radiation
169,05-Nuclear-Radiation,Developing Ni single-atom sites in carbon nitride for efficient photocatalytic H2O2 production,Xu Zhang,2023,10.1038/s41467-023-42887-y,,,13,experimental,radiation; nuclear_fusion
170,05-Nuclear-Radiation,Endoplasmic reticulum stress: molecular mechanism and therapeutic targets,Xingyi Chen,2023,10.1038/s41392-023-01570-w,,,40,review,nuclear_fusion; radiation
171,05-Nuclear-Radiation,Fe/Cu diatomic catalysts for electrochemical nitrate reduction to ammonia,Shuo Zhang,2023,10.1038/s41467-023-39366-9,,,10,experimental,electrode_materials; nuclear_fusion; radiation
168,05-Nuclear-Radiation,First measurements of p11B fusion in a magnetically confined plasma,R. M. Magee,2023,10.1038/s41467-023-36655-1,,,6,experimental,plasma_physics; nuclear_fusion; radiation; turbulence
172,05-Nuclear-Radiation,Impact of impurities on water electrolysis: a review,Hans Becker,2023,10.1039/d2se01517jrsc.li/sustainable-energy,,,39,experimental; review,electrode_materials; nuclear_fusion; radiation
173,05-Nuclear-Radiation,Large-area synthesis and transfer of multilayer hexagonal boron nitride for enhanced graphene device arrays,Satoru Fukamachi,2023,10.1038/s41928-022-00911-x,,,21,experimental,radiation; nuclear_fusion
